id1,id2,Sex1,Sex2,Trans1,Trans2,distance,event,time,maxtime,np,Dyad,Dyad_num
104,102,Super,Super,0,0,8.757710060835349,0,9,9,98,dyad_1,2
120,102,Male,Super,0,0,1.5937736487896437,0,9,9,45,dyad_3,2
123.1,102,Male,Super,0,0,8.061611668787311,0,9,9,90,dyad_4,2
13.1,102,Super,Super,0,0,13.9034199806519,0,9,9,44,dyad_5,2
138.1,102,Super,Super,0,0,24.827358418780307,0,3,3,54,dyad_8,2
141,102,Super,Super,0,0,6.518336568684997,0,3,3,93,dyad_11,2
145,102,Female,Super,0,0,14.047761620446968,0,3,3,72,dyad_12,2
15.1,102,Super,Super,0,0,18.45290970270099,0,9,9,77,dyad_13,2
161.1,102,Male,Super,0,0,21.587172385774636,0,3,3,73,dyad_16,2
165.1,102,Super,Super,0,0,8.566513848368126,0,3,3,65,dyad_18,2
179.1,102,Male,Super,0,0,12.742789486275719,0,3,3,74,dyad_20,2
181.1,102,Female,Super,0,0,13.509138914600012,0,3,3,37,dyad_23,2
188.1,102,Super,Super,0,0,21.802076787549098,0,3,3,44,dyad_27,2
195,102,Female,Super,0,0,11.222517726193937,0,3,3,93,dyad_31,2
208.1,102,Female,Super,0,0,6.231181001667456,0,3,3,85,dyad_34,2
21,102,Female,Super,0,0,14.431378015139515,0,9,9,56,dyad_35,2
212,102,Male,Super,0,0,6.517721817935361,0,3,3,44,dyad_36,2
225.1,102,Male,Super,0,0,4.24277313826747,0,3,3,85,dyad_41,2
227.1,102,Male,Super,0,0,14.795864903072532,0,3,3,72,dyad_43,2
230.1,102,Male,Super,0,0,7.182709455964202,0,3,3,85,dyad_46,2
237.1,102,Female,Super,0,0,0.6090165660744956,0,3,3,44,dyad_51,2
239.1,102,Super,Super,0,0,11.558034445593764,0,3,3,65,dyad_54,2
260.1,102,Male,Super,0,0,12.640401301097443,0,3,3,47,dyad_61,2
27,102,Female,Super,0,0,5.640365313568192,0,9,9,51,dyad_64,2
28,102,Super,Super,0,0,4.796233603611526,0,9,9,49,dyad_65,2
29,102,Female,Super,0,0,4.336847251773749,0,4,4,25,dyad_66,2
32.1,102,Super,Super,0,0,11.795929849629703,0,9,9,79,dyad_69,2
33.1,102,Super,Super,0,0,15.801881597433395,0,9,9,44,dyad_71,2
4,102,Female,Super,0,0,12.571156329402765,0,9,9,98,dyad_74,2
41.1,102,Super,Super,0,0,8.541590899870007,0,9,9,90,dyad_76,2
42.1,102,Female,Super,0,0,9.135367111410888,0,9,9,90,dyad_78,2
43,102,Female,Super,0,0,12.6586572439551,0,4,4,25,dyad_79,2
44.1,102,Super,Super,0,0,2.0293655048164463,0,9,9,70,dyad_80,2
63.1,102,Female,Super,0,0,7.724326923123561,0,9,9,90,dyad_85,2
71,102,Female,Super,0,0,13.918188798046076,0,5,5,25,dyad_87,2
75.1,102,Super,Super,0,0,11.373704206944861,0,9,9,90,dyad_88,2
84.1,102,Female,Super,0,0,11.737346369611341,0,9,9,42,dyad_91,2
87.1,102,Female,Super,0,0,20.661121923649546,0,9,9,50,dyad_92,2
89.1,102,Female,Super,0,0,17.067097822946753,0,9,9,79,dyad_94,2
90,102,Female,Super,0,0,5.843873608322701,0,4,4,25,dyad_95,2
96.1,102,Super,Super,0,0,14.06955110933761,0,9,9,44,dyad_96,2
97,102,Female,Super,0,0,14.185969984729123,0,7,7,25,dyad_98,2
102,104,Super,Super,0,0,8.757710060835349,0,9,9,42,dyad_1,1
11.3,104,Super,Super,1,0,4.14170624377342,0,4,4,64,dyad_99,2
120,104,Male,Super,0,0,7.252748158684721,0,10,10,45,dyad_100,2
123.1,104,Male,Super,0,0,3.2771931679731794,0,16,16,90,dyad_101,2
13.1,104,Super,Super,0,0,5.800665099648537,0,10,10,44,dyad_102,2
13.3,104,Super,Super,1,0,3.221321302091055,0,4,4,57,dyad_103,2
13.4,104,Super,Super,1,0,7.898025248338771,0,3,3,47,dyad_104,2
138.1,104,Super,Super,0,0,17.407930719171492,0,5,5,54,dyad_105,2
138.3,104,Super,Super,1,0,16.44990758069373,0,3,3,56,dyad_106,2
138.5,104,Super,Super,1,0,8.372847902007688,0,2,2,30,dyad_107,2
141,104,Super,Super,0,0,2.5730324152357724,0,12,12,93,dyad_108,2
145,104,Female,Super,0,0,6.151968195169967,0,7,7,72,dyad_109,2
15.1,104,Super,Super,0,0,10.33452933179141,0,14,14,77,dyad_110,2
15.3,104,Super,Super,1,0,7.50670369206025,0,4,4,48,dyad_111,2
151.2,104,Female,Super,1,0,13.835395964756378,0,5,5,66,dyad_112,2
161.1,104,Male,Super,0,0,13.687426880356023,0,9,9,73,dyad_113,2
161.2,104,Male,Super,1,0,8.922571908562933,0,4,4,47,dyad_114,2
165.1,104,Super,Super,0,0,3.593132959415518,0,7,7,65,dyad_115,2
165.3,104,Super,Super,1,0,8.02674166168213,0,4,4,48,dyad_116,2
179.1,104,Male,Super,0,0,9.412957661117883,0,9,9,74,dyad_117,2
179.2,104,Male,Super,1,0,8.638479268221268,0,4,4,48,dyad_118,2
18.4,104,Super,Super,1,0,10.738859620529794,0,2,2,56,dyad_119,2
181.1,104,Female,Super,0,0,6.6402427502998584,0,3,3,37,dyad_120,2
181.2,104,Female,Super,1,0,9.024531718829095,0,6,6,71,dyad_121,2
187.2,104,Female,Super,1,0,3.850651526278992,0,4,4,59,dyad_122,2
187.3,104,Female,Super,1,0,4.133651219212321,0,3,3,47,dyad_123,2
188.1,104,Super,Super,0,0,13.195250659329378,0,4,4,44,dyad_124,2
188.3,104,Super,Super,1,0,6.0881667027923205,0,4,4,58,dyad_125,2
191.3,104,Female,Super,1,0,11.132628473803198,0,5,5,73,dyad_126,2
194.5,104,Female,Super,1,0,6.924202083875168,0,2,2,29,dyad_127,2
195,104,Female,Super,0,0,7.096006803181609,0,11,11,93,dyad_128,2
198.3,104,Super,Super,1,0,8.496194749468392,0,2,2,55,dyad_129,2
198.5,104,Super,Super,1,0,1.8774380379112299,0,4,4,56,dyad_130,2
208.1,104,Female,Super,0,0,2.797454195890014,0,10,10,85,dyad_131,2
21,104,Female,Super,0,0,5.7679882308851065,0,12,12,56,dyad_132,2
212,104,Male,Super,0,0,10.27062095755846,0,4,4,44,dyad_133,2
218.5,104,Male,Super,1,0,5.779346948174618,0,4,4,58,dyad_134,2
22.4,104,Super,Super,1,0,7.19997575069224,0,4,4,66,dyad_135,2
223.4,104,Male,Super,1,0,8.59308264349297,0,3,3,61,dyad_136,2
223.5,104,Male,Super,1,0,5.1068588060253735,0,3,3,43,dyad_137,2
225.1,104,Male,Super,0,0,7.938000450451317,0,10,10,85,dyad_138,2
225.3,104,Male,Super,1,0,3.4841953065468845,0,2,2,30,dyad_139,2
227.1,104,Male,Super,0,0,10.711430411834188,0,8,8,72,dyad_140,2
227.3,104,Male,Super,1,0,9.868390009626646,0,2,2,30,dyad_141,2
23.5,104,Super,Super,1,0,2.621161526648606,0,5,5,70,dyad_142,2
230.1,104,Male,Super,0,0,5.0144305599223165,0,10,10,85,dyad_143,2
231.3,104,Male,Super,1,0,18.598998675657544,0,6,6,72,dyad_144,2
233.2,104,Female,Super,1,0,8.393128808666198,0,6,6,80,dyad_145,2
235.1,104,Female,Super,0,0,8.688692500271202,0,3,3,64,dyad_146,2
236.6,104,Super,Super,1,0,2.7846603686772706,0,3,3,62,dyad_147,2
237.1,104,Female,Super,0,0,9.01634733646283,0,4,4,44,dyad_148,2
237.4,104,Female,Super,1,0,7.2777648540053805,0,4,4,66,dyad_149,2
237.5,104,Female,Super,1,0,3.4879223802020687,0,3,3,43,dyad_150,2
239.1,104,Super,Super,0,0,5.635297056189528,0,7,7,65,dyad_151,2
242.2,104,Female,Super,1,0,8.578090473562877,0,6,6,78,dyad_152,2
244.3,104,Super,Super,1,0,4.298312365086036,0,4,4,58,dyad_153,2
252.3,104,Female,Super,1,0,13.793240818671014,0,7,7,79,dyad_154,2
256.4,104,Super,Super,1,0,9.10261103425624,0,4,4,66,dyad_155,2
256.5,104,Super,Super,1,0,3.4879223802020687,0,3,3,43,dyad_156,2
259.4,104,Female,Super,1,0,6.030250996766852,0,2,2,55,dyad_157,2
260.1,104,Male,Super,0,0,4.211233740653116,0,5,5,47,dyad_158,2
260.3,104,Male,Super,1,0,11.2412100946761,0,2,2,55,dyad_159,2
260.8,104,Male,Super,1,0,5.516606560695988,0,2,2,29,dyad_160,2
27,104,Female,Super,0,0,6.500911210599813,0,11,11,51,dyad_161,2
28,104,Super,Super,0,0,5.084586664457706,0,11,11,49,dyad_162,2
29,104,Female,Super,0,0,10.637680484015286,0,4,4,25,dyad_163,2
31.3,104,Super,Super,1,0,4.919145157319991,0,2,2,55,dyad_164,2
31.4,104,Super,Super,1,0,8.705459654690436,0,3,3,64,dyad_165,2
32.1,104,Super,Super,0,0,3.670126664221321,0,15,15,79,dyad_166,2
32.2,104,Super,Super,1,0,8.471782454280959,0,3,3,48,dyad_167,2
33.1,104,Super,Super,0,0,7.798105412776255,0,10,10,44,dyad_168,2
34.3,104,Super,Super,1,0,9.437958522020395,0,3,3,58,dyad_169,2
36.3,104,Super,Super,1,0,5.650449735143391,0,7,7,78,dyad_170,2
4,104,Female,Super,0,0,4.558732288566832,0,18,18,98,dyad_171,2
40.6,104,Female,Super,1,0,7.180484330637056,0,4,4,47,dyad_172,2
41.1,104,Super,Super,0,0,2.3902839632422115,0,16,16,90,dyad_173,2
41.2,104,Super,Super,1,0,3.5131761341009775,0,3,3,30,dyad_174,2
42.1,104,Female,Super,0,0,5.022163184832712,0,16,16,90,dyad_175,2
43,104,Female,Super,0,0,12.150727980234928,0,4,4,25,dyad_176,2
44.1,104,Super,Super,0,0,7.299734096590342,0,13,13,70,dyad_177,2
44.4,104,Super,Super,1,0,10.14223394768445,0,4,4,62,dyad_178,2
47.5,104,Super,Super,1,0,9.379642037846398,0,4,4,61,dyad_179,2
47.7,104,Super,Super,1,0,10.401299635468773,0,2,2,30,dyad_180,2
51.3,104,Super,Super,1,0,11.838107378081313,0,4,4,59,dyad_181,2
63.1,104,Female,Super,0,0,3.5499041474977004,0,16,16,90,dyad_182,2
66.2,104,Super,Super,1,0,7.030322401347647,0,3,3,62,dyad_183,2
71,104,Female,Super,0,0,8.493493721540998,0,5,5,25,dyad_184,2
75.1,104,Super,Super,0,0,2.6717812142975226,0,16,16,90,dyad_185,2
8.2,104,Female,Super,1,0,13.575913640102588,0,4,4,69,dyad_186,2
8.5,104,Female,Super,1,0,7.701423483257186,0,3,3,30,dyad_187,2
84.1,104,Female,Super,0,0,12.413381181163848,0,9,9,42,dyad_188,2
87.1,104,Female,Super,0,0,13.595534976210779,0,11,11,50,dyad_189,2
87.3,104,Female,Super,1,0,14.768949671316166,0,2,2,55,dyad_190,2
89.1,104,Female,Super,0,0,10.767003750712105,0,15,15,79,dyad_191,2
90,104,Female,Super,0,0,9.71616635702958,0,4,4,25,dyad_192,2
96.1,104,Super,Super,0,0,7.2387325707148795,0,10,10,44,dyad_193,2
96.3,104,Super,Super,1,0,8.36088807811299,0,6,6,70,dyad_194,2
97,104,Female,Super,0,0,12.281344944041338,0,7,7,25,dyad_195,2
104,11.3,Super,Super,0,1,4.14170624377342,0,4,4,98,dyad_99,1
123.1,11.3,Male,Super,0,1,6.170089993714389,0,4,4,90,dyad_197,2
13.3,11.3,Super,Super,1,1,1.2766614151738356,0,4,4,57,dyad_199,2
138.1,11.3,Super,Super,0,1,14.376683440811627,0,1,1,54,dyad_201,2
138.3,11.3,Super,Super,1,1,13.457147811550342,0,3,3,56,dyad_202,2
141,11.3,Super,Super,0,1,6.5756015033711765,0,4,4,93,dyad_204,2
145,11.3,Female,Super,0,1,4.052498039921138,0,2,2,72,dyad_205,2
15.1,11.3,Super,Super,0,1,6.997660990369829,0,3,3,77,dyad_206,2
15.3,11.3,Super,Super,1,1,11.008213949909736,0,1,1,48,dyad_207,2
151.2,11.3,Female,Super,1,1,9.929899528684716,0,4,4,66,dyad_208,2
161.1,11.3,Male,Super,0,1,10.38894497945996,0,4,4,73,dyad_209,2
165.1,11.3,Super,Super,0,1,6.101719622745225,0,2,2,65,dyad_211,2
165.3,11.3,Super,Super,1,1,11.61072354769323,0,1,1,48,dyad_212,2
179.1,11.3,Male,Super,0,1,10.284562127382001,0,4,4,74,dyad_213,2
179.2,11.3,Male,Super,1,1,12.622242720659315,0,1,1,48,dyad_214,2
18.4,11.3,Super,Super,1,1,7.274569717700351,0,2,2,56,dyad_215,2
181.2,11.3,Female,Super,1,1,7.34188395928584,0,4,4,71,dyad_217,2
187.2,11.3,Female,Super,1,1,0.6905212226004596,0,4,4,59,dyad_218,2
188.3,11.3,Super,Super,1,1,3.2357778109793105,0,4,4,58,dyad_221,2
191.3,11.3,Female,Super,1,1,13.156522107218713,0,4,4,73,dyad_222,2
195,11.3,Female,Super,0,1,8.310280943338762,0,4,4,93,dyad_224,2
198.3,11.3,Super,Super,1,1,4.598145671918241,0,2,2,55,dyad_225,2
198.5,11.3,Super,Super,1,1,4.9037830602116355,0,1,1,56,dyad_226,2
208.1,11.3,Female,Super,0,1,6.814682707259932,0,4,4,85,dyad_227,2
21,11.3,Female,Super,0,1,1.9365137113450765,0,1,1,56,dyad_228,2
218.5,11.3,Male,Super,1,1,4.7714474311948685,0,4,4,58,dyad_230,2
22.4,11.3,Super,Super,1,1,10.827174625159547,0,4,4,66,dyad_231,2
223.4,11.3,Male,Super,1,1,11.638020389640488,0,2,2,61,dyad_232,2
225.1,11.3,Male,Super,0,1,11.758938407470845,0,4,4,85,dyad_234,2
227.1,11.3,Male,Super,0,1,10.974120666504678,0,3,3,72,dyad_236,2
23.5,11.3,Super,Super,1,1,6.460695079989125,0,2,2,70,dyad_238,2
230.1,11.3,Male,Super,0,1,8.164352242929201,0,4,4,85,dyad_239,2
231.3,11.3,Male,Super,1,1,17.020987855605227,0,2,2,72,dyad_240,2
233.2,11.3,Female,Super,1,1,8.153848508589874,0,4,4,80,dyad_241,2
235.1,11.3,Female,Super,0,1,10.931742145837779,0,2,2,64,dyad_242,2
236.6,11.3,Super,Super,1,1,4.749612961480088,0,2,2,62,dyad_243,2
237.4,11.3,Female,Super,1,1,11.034832457504043,0,4,4,66,dyad_245,2
239.1,11.3,Super,Super,0,1,6.0194702328183265,0,2,2,65,dyad_247,2
242.2,11.3,Female,Super,1,1,11.24958572621558,0,4,4,78,dyad_248,2
244.3,11.3,Super,Super,1,1,0.27352362062781727,0,4,4,58,dyad_249,2
252.3,11.3,Female,Super,1,1,14.902497666623551,0,4,4,79,dyad_250,2
256.4,11.3,Super,Super,1,1,13.051182718334937,0,4,4,66,dyad_251,2
259.4,11.3,Female,Super,1,1,2.0499721255609256,0,2,2,55,dyad_253,2
260.3,11.3,Male,Super,1,1,8.291075012549062,0,2,2,55,dyad_255,2
31.3,11.3,Super,Super,1,1,8.478539278217518,0,1,1,55,dyad_260,2
31.4,11.3,Super,Super,1,1,10.943966233483716,0,2,2,64,dyad_261,2
32.1,11.3,Super,Super,0,1,2.7947040422155527,0,4,4,79,dyad_262,2
32.2,11.3,Super,Super,1,1,12.473755150515295,0,1,1,48,dyad_263,2
34.3,11.3,Super,Super,1,1,11.788697833556803,0,2,2,58,dyad_265,2
36.3,11.3,Super,Super,1,1,1.5344893781409472,0,4,4,78,dyad_266,2
4,11.3,Female,Super,0,1,2.978426560075522,0,4,4,98,dyad_267,2
41.1,11.3,Super,Super,0,1,5.260694358176028,0,4,4,90,dyad_269,2
42.1,11.3,Female,Super,0,1,7.198622707935433,0,4,4,90,dyad_271,2
44.1,11.3,Super,Super,0,1,11.391600259916327,0,2,2,70,dyad_273,2
44.4,11.3,Super,Super,1,1,10.006366546902461,0,2,2,62,dyad_274,2
47.5,11.3,Super,Super,1,1,5.611693845036111,0,4,4,61,dyad_275,2
51.3,11.3,Super,Super,1,1,8.299386948858295,0,4,4,59,dyad_277,2
63.1,11.3,Female,Super,0,1,6.649912690830706,0,4,4,90,dyad_278,2
66.2,11.3,Super,Super,1,1,10.595799061369583,0,2,2,62,dyad_279,2
75.1,11.3,Super,Super,0,1,1.6357633447752113,0,4,4,90,dyad_281,2
8.2,11.3,Female,Super,1,1,14.310499033706662,0,2,2,69,dyad_282,2
87.3,11.3,Female,Super,1,1,12.059802339523788,1,1,2,55,dyad_286,2
89.1,11.3,Female,Super,0,1,9.224850503514753,0,4,4,79,dyad_287,2
96.3,11.3,Super,Super,1,1,12.393427749848756,0,2,2,70,dyad_290,2
102,120,Super,Male,0,0,1.5937736487896437,0,9,9,42,dyad_3,1
104,120,Super,Male,0,0,7.252748158684721,0,10,10,98,dyad_100,1
123.1,120,Male,Male,0,0,6.4740984881618875,0,10,10,90,dyad_292,2
13.1,120,Super,Male,0,0,12.569830203717146,0,10,10,44,dyad_293,2
138.1,120,Super,Male,0,0,23.253700282532197,0,4,4,54,dyad_296,2
141,120,Super,Male,0,0,5.1500166845601685,0,4,4,93,dyad_299,2
145,120,Female,Male,0,0,12.752462877873953,0,4,4,72,dyad_300,2
15.1,120,Super,Male,0,0,16.859543279376048,0,10,10,77,dyad_301,2
161.1,120,Male,Male,0,0,19.995111433301744,0,4,4,73,dyad_304,2
165.1,120,Super,Male,0,0,6.985266988742674,0,4,4,65,dyad_306,2
179.1,120,Male,Male,0,0,11.39340999075509,0,4,4,74,dyad_308,2
181.1,120,Female,Male,0,0,11.929617556264445,0,3,3,37,dyad_311,2
181.2,120,Female,Male,1,0,14.858491314168191,0,1,1,71,dyad_312,2
188.1,120,Super,Male,0,0,20.23023144473093,0,4,4,44,dyad_315,2
195,120,Female,Male,0,0,10.431353960521438,0,4,4,93,dyad_319,2
208.1,120,Female,Male,0,0,4.658696556040231,0,4,4,85,dyad_322,2
21,120,Female,Male,0,0,12.877504144827931,0,10,10,56,dyad_323,2
212,120,Male,Male,0,0,6.986997143981526,0,4,4,44,dyad_324,2
225.1,120,Male,Male,0,0,4.324524850617328,0,4,4,85,dyad_329,2
227.1,120,Male,Male,0,0,14.147842446820647,0,4,4,72,dyad_331,2
230.1,120,Male,Male,0,0,6.336106685842179,0,4,4,85,dyad_334,2
237.1,120,Female,Male,0,0,2.0441265763488774,0,4,4,44,dyad_339,2
239.1,120,Super,Male,0,0,9.996418224824955,0,4,4,65,dyad_342,2
260.1,120,Male,Male,0,0,11.066788341831163,0,4,4,47,dyad_349,2
27,120,Female,Male,0,0,5.18105534798866,0,10,10,51,dyad_352,2
28,120,Super,Male,0,0,3.2464133358830067,0,10,10,49,dyad_353,2
29,120,Female,Male,0,0,5.3328342460951195,0,4,4,25,dyad_354,2
31.3,120,Super,Male,1,0,4.42513561636129,0,1,1,55,dyad_355,2
32.1,120,Super,Male,0,0,10.431353555384266,0,10,10,79,dyad_357,2
33.1,120,Super,Male,0,0,14.208418383051258,0,10,10,44,dyad_359,2
4,120,Female,Male,0,0,10.98128503488428,0,10,10,98,dyad_362,2
41.1,120,Super,Male,0,0,7.261337570870591,0,10,10,90,dyad_364,2
42.1,120,Female,Male,0,0,8.200718233037358,0,10,10,90,dyad_366,2
43,120,Female,Male,0,0,12.583040634663632,0,4,4,25,dyad_367,2
44.1,120,Super,Male,0,0,0.808200055493924,0,10,10,70,dyad_368,2
63.1,120,Female,Male,0,0,6.61013114032644,0,10,10,90,dyad_373,2
71,120,Female,Male,0,0,13.021356664025486,0,5,5,25,dyad_375,2
75.1,120,Super,Male,0,0,9.837207426148648,0,10,10,90,dyad_376,2
8.2,120,Female,Male,1,0,15.731713438963501,0,1,1,69,dyad_377,2
84.1,120,Female,Male,0,0,11.854521941282082,0,9,9,42,dyad_379,2
87.1,120,Female,Male,0,0,19.09816274801704,0,10,10,50,dyad_380,2
89.1,120,Female,Male,0,0,15.533928920765526,0,10,10,79,dyad_382,2
90,120,Female,Male,0,0,6.27215016322217,0,4,4,25,dyad_383,2
96.1,120,Super,Male,0,0,12.949964685064229,0,10,10,44,dyad_384,2
97,120,Female,Male,0,0,13.904788470706213,0,7,7,25,dyad_386,2
102,123.1,Super,Male,0,0,8.061611668787311,0,9,9,42,dyad_4,1
104,123.1,Super,Male,0,0,3.2771931679731794,0,16,16,98,dyad_101,1
11.3,123.1,Super,Male,1,0,6.170089993714389,0,4,4,64,dyad_197,1
120,123.1,Male,Male,0,0,6.4740984881618875,0,10,10,45,dyad_292,1
13.1,123.1,Super,Male,0,0,8.75952535771687,0,10,10,44,dyad_387,2
13.3,123.1,Super,Male,1,0,4.9084915785987535,0,4,4,57,dyad_388,2
13.4,123.1,Super,Male,1,0,11.0363739177843,0,1,1,47,dyad_389,2
138.1,123.1,Super,Male,0,0,16.798782533775665,0,5,5,54,dyad_390,2
138.3,123.1,Super,Male,1,0,15.835705995946322,0,3,3,56,dyad_391,2
141,123.1,Super,Male,0,0,4.237570373209446,0,10,10,93,dyad_393,2
145,123.1,Female,Male,0,0,9.189901882258884,0,7,7,72,dyad_394,2
15.1,123.1,Super,Male,0,0,10.464056360738835,0,14,14,77,dyad_395,2
15.3,123.1,Super,Male,1,0,9.068147944024249,0,1,1,48,dyad_396,2
151.2,123.1,Female,Male,1,0,14.529607060051779,0,5,5,66,dyad_397,2
161.1,123.1,Male,Male,0,0,13.533353667775001,0,9,9,73,dyad_398,2
161.2,123.1,Male,Male,1,0,12.182370965001141,0,1,1,47,dyad_399,2
165.1,123.1,Super,Male,0,0,0.577747500167108,1,6,7,65,dyad_400,2
165.3,123.1,Super,Male,1,0,9.413291824088827,0,1,1,48,dyad_401,2
179.1,123.1,Male,Male,0,0,6.491704535818811,0,9,9,74,dyad_402,2
179.2,123.1,Male,Male,1,0,9.09164954398784,0,1,1,48,dyad_403,2
18.4,123.1,Super,Male,1,0,10.975907783278302,0,2,2,56,dyad_404,2
181.1,123.1,Female,Male,0,0,5.46889760802349,0,3,3,37,dyad_405,2
181.2,123.1,Female,Male,1,0,12.2227687650955,0,6,6,71,dyad_406,2
187.2,123.1,Female,Male,1,0,6.210467164687976,0,4,4,59,dyad_407,2
187.3,123.1,Female,Male,1,0,6.369397498629838,0,1,1,47,dyad_408,2
188.1,123.1,Super,Male,0,0,14.100407051410981,0,4,4,44,dyad_409,2
188.3,123.1,Super,Male,1,0,8.898558720691552,0,4,4,58,dyad_410,2
191.3,123.1,Female,Male,1,0,13.734042267989416,0,5,5,73,dyad_411,2
195,123.1,Female,Male,0,0,10.185075403362827,0,10,10,93,dyad_413,2
198.3,123.1,Super,Male,1,0,9.507876741658299,0,2,2,55,dyad_414,2
198.5,123.1,Super,Male,1,0,4.939924833299654,0,1,1,56,dyad_415,2
208.1,123.1,Female,Male,0,0,2.405762577846072,0,10,10,85,dyad_416,2
21,123.1,Female,Male,0,0,7.09638887510591,0,12,12,56,dyad_417,2
212,123.1,Male,Male,0,0,11.610995974600796,0,4,4,44,dyad_418,2
218.5,123.1,Male,Male,1,0,4.877201376252242,1,2,4,58,dyad_419,2
22.4,123.1,Super,Male,1,0,8.602554843371356,0,4,4,66,dyad_420,2
223.4,123.1,Male,Male,1,0,10.59150521369551,0,3,3,61,dyad_421,2
223.5,123.1,Male,Male,1,0,6.78338448614485,0,1,1,43,dyad_422,2
225.1,123.1,Male,Male,0,0,8.893362374040974,1,10,10,85,dyad_423,2
227.1,123.1,Male,Male,0,0,13.907390054704262,0,8,8,72,dyad_425,2
23.5,123.1,Super,Male,1,0,1.7742196814772795,0,3,3,70,dyad_427,2
230.1,123.1,Male,Male,0,0,7.303412033082498,0,10,10,85,dyad_428,2
231.3,123.1,Male,Male,1,0,16.70460557612441,0,3,3,72,dyad_429,2
233.2,123.1,Female,Male,1,0,11.663570228630574,0,6,6,80,dyad_430,2
235.1,123.1,Female,Male,0,0,11.2805288513051,0,3,3,64,dyad_431,2
236.6,123.1,Super,Male,1,0,6.001996963837036,0,3,3,62,dyad_432,2
237.1,123.1,Female,Male,0,0,8.505373350922168,0,4,4,44,dyad_433,2
237.4,123.1,Female,Male,1,0,5.057438847476723,0,4,4,66,dyad_434,2
237.5,123.1,Female,Male,1,0,6.448889961532845,0,1,1,43,dyad_435,2
239.1,123.1,Super,Male,0,0,3.6470403340517303,1,6,7,65,dyad_436,2
242.2,123.1,Female,Male,1,0,10.895788341051999,0,6,6,78,dyad_437,2
244.3,123.1,Super,Male,1,0,6.414774531234947,0,4,4,58,dyad_438,2
252.3,123.1,Female,Male,1,0,16.726002667409535,0,5,5,79,dyad_439,2
256.4,123.1,Super,Male,1,0,9.62780208703839,0,4,4,66,dyad_440,2
256.5,123.1,Super,Male,1,0,6.448889961532845,0,1,1,43,dyad_441,2
259.4,123.1,Female,Male,1,0,7.47690806274822,0,2,2,55,dyad_442,2
260.1,123.1,Male,Male,0,0,5.123949615244949,0,5,5,47,dyad_443,2
260.3,123.1,Male,Male,1,0,10.889471922238918,0,2,2,55,dyad_444,2
27,123.1,Female,Male,0,0,8.092573050474567,0,11,11,51,dyad_446,2
28,123.1,Super,Male,0,0,3.3406065753605194,0,11,11,49,dyad_447,2
29,123.1,Female,Male,0,0,11.149619238090404,0,4,4,25,dyad_448,2
31.3,123.1,Super,Male,1,0,2.467386915887001,0,2,2,55,dyad_449,2
31.4,123.1,Super,Male,1,0,11.298942535864375,0,3,3,64,dyad_450,2
32.1,123.1,Super,Male,0,0,6.761459363950258,0,15,15,79,dyad_451,2
32.2,123.1,Super,Male,1,0,8.87706846439972,0,1,1,48,dyad_452,2
33.1,123.1,Super,Male,0,0,7.819073884171989,0,10,10,44,dyad_453,2
34.3,123.1,Super,Male,1,0,11.923869177737675,0,3,3,58,dyad_454,2
36.3,123.1,Super,Male,1,0,7.385243720732133,0,5,5,78,dyad_455,2
4,123.1,Female,Male,0,0,4.739026395067064,0,16,16,98,dyad_456,2
40.6,123.1,Female,Male,1,0,4.5468753638273816,0,1,1,47,dyad_457,2
41.1,123.1,Super,Male,0,0,5.396025628625709,0,16,16,90,dyad_458,2
42.1,123.1,Female,Male,0,0,7.929738374109449,0,16,16,90,dyad_460,2
43,123.1,Female,Male,0,0,14.795110540537543,0,4,4,25,dyad_461,2
44.1,123.1,Super,Male,0,0,6.1532884956818394,0,13,13,70,dyad_462,2
44.4,123.1,Super,Male,1,0,13.393331250308586,0,2,2,62,dyad_463,2
47.5,123.1,Super,Male,1,0,10.118718456844405,0,4,4,61,dyad_464,2
51.3,123.1,Super,Male,1,0,12.082879409000903,0,4,4,59,dyad_466,2
63.1,123.1,Female,Male,0,0,6.150693480090795,0,16,16,90,dyad_467,2
66.2,123.1,Super,Male,1,0,4.486290993439608,0,3,3,62,dyad_468,2
71,123.1,Female,Male,0,0,11.759941440141837,0,5,5,25,dyad_469,2
75.1,123.1,Super,Male,0,0,4.561599953188711,0,16,16,90,dyad_470,2
8.2,123.1,Female,Male,1,0,16.628716169630955,0,4,4,69,dyad_471,2
84.1,123.1,Female,Male,0,0,14.79532344574127,0,9,9,42,dyad_473,2
87.1,123.1,Female,Male,0,0,12.6789176561509,0,11,11,50,dyad_474,2
87.3,123.1,Female,Male,1,0,13.949673182589317,0,2,2,55,dyad_475,2
89.1,123.1,Female,Male,0,0,9.260262818364199,0,15,15,79,dyad_476,2
90,123.1,Female,Male,0,0,10.949756568624949,0,4,4,25,dyad_477,2
96.1,123.1,Super,Male,0,0,10.48247113234274,0,10,10,44,dyad_478,2
96.3,123.1,Super,Male,1,0,8.66027105679754,0,3,3,70,dyad_479,2
97,123.1,Female,Male,0,0,15.207081881088994,0,7,7,25,dyad_480,2
102,13.1,Super,Super,0,0,13.9034199806519,0,9,9,42,dyad_5,1
104,13.1,Super,Super,0,0,5.800665099648537,0,10,10,98,dyad_102,1
120,13.1,Male,Super,0,0,12.569830203717146,0,10,10,45,dyad_293,1
123.1,13.1,Male,Super,0,0,8.75952535771687,0,10,10,90,dyad_387,1
