ID,Sex,Trans,East,North
237.1,Female,0,76.78072869355285,9969.304160330628
208.1,Female,0,81.97748889036698,9969.172896495891
89.1,Female,0,93.37491326141539,9965.222473133374
123.1,Male,0,88.70225776137359,9967.092702325543
21,Female,0,81.6513219715929,9979.651607217233
31.3,Super,1,82.31086567935452,9973.083147061681
260.1,Male,0,86.43826910789421,9968.232814321986
179.1,Male,0,87.48870946500242,9961.89750665279
87.1,Female,0,97.22135786718043,9966.021228112084
89.1,Female,0,93.58672668468685,9965.333303446963
227.1,Male,0,81.12700310988858,9980.593044342371
120,Male,0,76.72547931418767,9967.753286959363
15.1,Super,0,93.79671010474512,9971.192369293387
151.2,Female,1,99.05871850437055,9973.807586651124
34.3,Super,1,76.24411199254187,9973.712870780391
242.2,Female,1,76.24411199254187,9973.712870780391
237.1,Female,0,76.82645442290976,9966.003071492312
31.3,Super,1,81.25408134085068,9964.95232183509
161.1,Male,0,100.87726949384948,9969.555327531787
138.1,Super,0,101.25706734855858,9967.24081303637
188.1,Super,0,94.95562550675619,9973.695760675084
44.1,Super,0,73.80411747921386,9966.256783551478
212,Male,0,73.65805144142529,9969.458243907386
89.1,Female,0,94.03264894332172,9965.566045829684
87.1,Female,0,97.76794908300747,9965.2683020451
123.1,Male,0,83.53967157879623,9966.193745949797
123.1,Male,0,83.70692472668429,9966.23811112793
260.1,Male,0,89.09122884640354,9971.246380106237
28,Super,0,84.55387777804194,9967.822364910782
208.1,Female,0,82.11129213044758,9969.217246811131
239.1,Super,0,83.01574446548527,9965.672953014553
66.2,Super,1,77.98649986663158,9965.327762590303
104,Super,0,84.20709968019487,9971.311404412447
233.2,Female,1,84.0824763917558,9978.976439330652
225.1,Male,0,76.80262861721532,9970.589160950809
165.1,Super,0,82.10056537735393,9967.9101667460909
44.1,Super,0,74.83007197411719,9966.423314416066
31.3,Super,1,80.95288224389031,9965.251292903718
87.1,Female,0,94.15591565483919,9963.827225307821
179.1,Male,0,87.5997634860545,9963.082713569436
89.1,Female,0,92.78411124400044,9964.779237771436
239.1,Super,0,83.50622554947662,9966.171580781871
15.1,Super,0,95.345972195393,9973.330374386971
44.1,Super,0,77.572369912925,9969.780744434045
27,Female,0,73.05294676547561,9980.281222364398
191.3,Female,1,73.05294676547561,9980.281222364398
138.1,Super,0,101.92603533585347,9967.196730181566
260.1,Male,0,91.81130969598517,9973.550943164006
239.1,Super,0,99.4941494742097,9971.59270567171
47.5,Super,1,99.4941494742097,9971.59270567171
187.2,Female,1,85.46643308915017,9973.9701440654
44.1,Super,0,75.90043586495099,9967.13266055943
165.1,Super,0,83.0150443534872,9967.711087022102
75.1,Super,0,85.82410728115623,9970.990662157295
4,Female,0,84.1178899234109,9971.311378090722
208.1,Female,0,81.98864740599377,9969.150746185227
225.1,Male,0,78.2528672583127,9969.060930494477
34.3,Super,1,76.74451780469792,9979.606257941778
242.2,Female,1,76.74451780469792,9979.606257941778
252.3,Female,1,77.81434866831178,9983.605431710204
8.2,Female,1,77.81434866831178,9983.605431710204
227.1,Male,0,77.81434866831178,9983.605431710204
41.1,Super,0,82.32201404540724,9973.09422705612
145,Female,0,82.32201404540724,9973.09422705612
32.1,Super,0,85.220988581096,9974.424217659007
31.3,Super,1,81.09804903248413,9964.708570385748
44.1,Super,0,81.3877911691522,9965.251449447127
66.2,Super,1,81.878455298201,9965.251625863923
179.1,Male,0,87.84539161558862,9962.263162132818
87.3,Female,1,93.72084830896138,9964.425150179937
11.3,Super,1,93.72084830896138,9964.425150179937
89.1,Female,0,90.83351568562601,9962.851331890342
34.3,Super,1,77.20211021874246,9978.000120526434
42.1,Female,0,77.20211021874246,9978.000120526434
21,Female,0,83.74809835404601,9978.245302758165
42.1,Female,0,81.1283474639188,9974.777603554563
36.3,Super,1,92.0782205702085,9976.308886353876
47.5,Super,1,90.80889209464513,9969.65194653663
151.2,Female,1,97.69834274447464,9974.272389712349
51.3,Super,1,91.93374539289128,9974.381661395628
138.1,Super,0,97.34413262751582,9965.64471259388
161.1,Male,0,99.11605304471445,9968.2811705859
244.3,Super,1,89.29147531577398,9972.885701988123
195,Female,0,80.826572160037,9977.535713973635
42.1,Female,0,81.1283474639188,9974.777603554563
123.1,Male,0,90.3191058222953,9967.048938555947
181.2,Female,1,85.83302730952774,9979.851860096396
230.1,Male,0,79.5785329947673,9973.769171803144
191.3,Female,1,75.62920174305985,9980.060203820769
141,Super,0,81.4080978960991,9971.332729859234
31.3,Super,1,84.14198431013524,9965.7730413765
242.2,Female,1,76.6222830624584,9977.645505438639
34.3,Super,1,76.6222830624584,9977.645505438639
191.3,Female,1,73.57707032616757,9980.502889512814
227.1,Male,0,75.99664147230436,9983.084471635762
252.3,Female,1,75.99664147230436,9983.084471635762
237.4,Female,1,80.83016350216477,9965.3952505754
195,Female,0,80.89346914245915,9977.591114839575
188.3,Super,1,83.09021595111676,9978.034695988228
191.3,Female,1,85.44397310614644,9974.568271147387
63.1,Female,0,79.8572486939446,9974.057254404457
230.1,Male,0,79.611991311139775,9973.758103722723
42.1,Female,0,81.06144656295946,9974.744354956316
41.1,Super,0,82.28856894769415,9973.060987064895
141,Super,0,81.4080552665061,9971.476730840872
18.4,Super,1,85.79062133964686,9971.101417202888
13.3,Super,1,85.79062133964686,9971.101417202888
75.1,Super,0,85.79062133964686,9971.101417202888
179.1,Male,0,88.43610386856768,9962.983342358732
66.2,Super,1,82.55903652071581,9964.299259473564
44.1,Super,0,82.55903652071581,9964.299259473564
22.4,Super,1,76.04431595802878,9970.489228748165
225.1,Male,0,76.04431595802878,9970.489228748165
256.4,Super,1,74.14848284523038,9970.322473236705
218.5,Male,1,95.95061202998133,9965.06831612275
18.4,Super,1,95.35804769618571,9970.063126807623
87.3,Female,1,97.19869326639746,9967.117667607663
11.3,Super,1,97.19869326639746,9967.117667607663
87.3,Female,1,101.13459493035346,9966.720258251516
47.5,Super,1,91.35530348839762,9969.519203779608
89.1,Female,0,95.72925200226518,9960.66023470383
11.3,Super,1,100.87815767451842,9966.731248845306
87.3,Female,1,100.87815767451842,9966.731248845306
218.5,Male,1,100.59872437492118,9968.93505219577
260.3,Male,1,91.05488461554208,9967.503296186384
123.1,Male,0,89.07003082258679,9967.690936393285
165.1,Super,0,89.07003082258679,9967.690936393285
239.1,Super,0,89.07003082258679,9967.690936393285
36.3,Super,1,92.80272545237548,9977.449857479569
66.2,Super,1,81.63346666021965,9964.309994918609
44.1,Super,0,81.63346666021965,9964.309994918609
47.5,Super,1,91.16629437743215,9967.791306053898
260.3,Male,1,91.04373785271653,9967.49221661435
51.3,Super,1,95.34678563089936,9970.439687984248
161.1,Male,0,95.11320811500214,9968.56786712696
181.2,Female,1,85.82187393741613,9979.862934289147
18.4,Super,1,95.3357014670663,9970.218176121063
18.4,Super,1,93.26047698055226,9974.98008947368
260.3,Male,1,95.3357014670663,9970.218176121063
15.1,Super,0,95.3357014670663,9970.218176121063
161.1,Male,0,95.3357014670663,9970.218176121063
151.2,Female,1,98.36744913229923,9973.785256746496
36.3,Super,1,89.5256998557779,9972.664244934153
259.4,Female,1,89.5256998557779,9972.664244934153
75.1,Super,0,85.46729025699304,9970.935173396323
13.3,Super,1,85.46729025699304,9970.935173396323
256.4,Super,1,75.1854768769525,9970.87668288926
141,Super,0,81.40808803944674,9971.365960855012
41.1,Super,0,82.25511768023955,9973.049900852653
230.1,Male,0,79.5896998826125,9973.713788808232
63.1,Female,0,79.85726364014548,9974.001868522226
42.1,Female,0,81.11719586862263,9974.7776006407
187.2,Female,1,87.42912695458001,9973.516537753783
244.3,Super,1,87.42912695458001,9973.516537753783
47.5,Super,1,89.13385962140852,9979.055057954365
188.3,Super,1,82.61073776394431,9977.890588140524
195,Female,0,80.8154076287665,9977.591096706134
44.1,Super,0,81.08674052622996,9965.14057072531
66.2,Super,1,81.08674052622996,9965.14057072531
237.4,Female,1,77.91932673542574,9966.058846846074
145,Female,0,87.04916231189459,9976.806112860611
51.3,Super,1,93.24027461513435,9967.703374520213
198.3,Super,1,90.22734873703803,9975.876479010582
138.3,Super,1,100.92271856263059,9966.842011628614
87.3,Female,1,97.49966277922283,9967.339269983808
179.1,Male,0,87.44417983289046,9961.709191994723
89.1,Female,0,94.06578178390028,9966.4964052571
218.5,Male,1,81.83252342139545,9969.161773334621
242.2,Female,1,77.21324702349747,9978.066587979694
34.3,Super,1,77.21324702349747,9978.066587979694
227.1,Male,0,78.53922218787024,9983.63878767046
252.3,Female,1,78.53922218787024,9983.63878767046
8.2,Female,1,78.53922218787024,9983.63878767046
233.2,Female,1,81.79596965785656,9981.246718989818
218.5,Male,1,87.96587075117866,9968.432682346456
165.1,Super,0,87.96587075117866,9968.432682346456
239.1,Super,0,87.96587075117866,9968.432682346456
244.3,Super,1,87.54064151091642,9973.494415283385
11.3,Super,1,81.01652343827463,9975.984972103248
32.1,Super,0,85.19868924213947,9974.413135241846
8.2,Female,1,78.12662973338784,9983.46147926486
188.3,Super,1,82.07553321467812,9977.602465937924
47.5,Super,1,89.36802181206026,9979.066183874327
15.1,Super,0,96.68485567093082,9970.152125939861
18.4,Super,1,96.68485567093082,9970.152125939861
51.3,Super,1,96.68485567093082,9970.152125939861
260.3,Male,1,96.68485567093082,9970.152125939861
151.2,Female,1,96.5390769825555,9973.08703589558
36.3,Super,1,89.58144986191107,9972.675336476274
259.4,Female,1,89.58144986191107,9972.675336476274
13.3,Super,1,87.68595189359685,9972.231758104626
75.1,Super,0,87.68595189359685,9972.231758104626
198.3,Super,1,91.9227164089575,9973.916474589663
231.3,Male,1,100.53515999737074,9959.510328664768
237.4,Female,1,79.31345707643858,9965.627327552313
66.2,Super,1,79.31345707643858,9965.627327552313
41.1,Super,0,82.2662568051893,9973.094211557951
42.1,Female,0,81.12835035889654,9974.76652652428
63.1,Female,0,79.83495717315137,9974.01293967594
230.1,Male,0,79.6008455948098,9973.735946268089
141,Super,0,81.68684004238655,9971.48789010376
138.3,Super,1,100.76670469016146,9966.609389083047
87.3,Female,1,97.45504964885966,9967.383556258364
123.1,Male,0,87.70953929357394,9968.011701104577
218.5,Male,1,87.70953929357394,9968.011701104577
256.4,Super,1,74.79516066923237,9970.83225235219
223.4,Male,1,76.37754913288612,9975.164070432242
31.4,Super,1,78.08328779587725,9977.280293235748
235.1,Female,0,78.08328779587725,9977.280293235748
179.1,Male,0,87.70001635229693,9963.359658446274
89.1,Female,0,93.84301010182261,9965.820718951363
208.1,Female,0,81.97745365053503,9969.283665832063
181.2,Female,1,85.81068418754079,9980.051232412035
96.3,Super,1,77.70609259799181,9970.102032006285
256.4,Super,1,74.18171765145037,9971.042542935766
23.5,Super,1,74.18171765145037,9971.042542935766
22.4,Super,1,76.3340248808728,9971.29798206888
22.4,Super,1,81.09490716293082,9974.72220964211
223.4,Male,1,76.45560838479886,9975.18624588162
63.1,Female,0,79.84609397117514,9974.068328575993
230.1,Male,0,79.678907911353,9973.735967582803
41.1,Super,0,82.29970807493862,9973.10529775335
141,Super,0,81.8095163332125,9971.454695424887
208.1,Female,0,81.98864034299483,9969.172900049922
218.5,Male,1,87.07339312400948,9969.739404783575
123.1,Male,0,74.6279991939417,9970.43340086289
179.1,Male,0,87.81135923144903,9963.80275094534
231.3,Male,1,100.4905717878344,9959.488161097368
89.1,Female,0,94.0211741000127,9966.518541402498
138.3,Super,1,100.72215134160739,9966.476476349366
51.3,Super,1,95.5023395268221,9972.34470460657
151.2,Female,1,97.60941991536738,9973.220225109944
198.3,Super,1,92.1567494744449,9974.392794823501
259.4,Female,1,89.94934608635388,9972.941263190909
36.3,Super,1,89.94934608635388,9972.941263190909
187.2,Female,1,87.62984228729242,9973.516591982087
244.3,Super,1,87.62984228729242,9973.516591982087
13.3,Super,1,87.74175318201719,9972.06562972626
75.1,Super,0,87.74175318201719,9972.06562972626
32.1,Super,0,85.2767528965919,9974.391002616749
195,Female,0,80.98269510139077,9977.535750325773
15.1,Super,0,95.5023395268221,9972.34470460657
18.4,Super,1,95.5023395268221,9972.34470460657
47.5,Super,1,95.5023395268221,9972.34470460657
11.3,Super,1,80.93846485390823,9975.973875623875
235.1,Female,0,77.49223712763278,9977.257998116806
31.4,Super,1,77.49223712763278,9977.257998116806
242.2,Female,1,76.71193133090203,9975.873119988724
8.2,Female,1,78.22699570526585,9983.472573945377
227.1,Male,0,78.22699570526585,9983.472573945377
252.3,Female,1,78.22699570526585,9983.472573945377
188.3,Super,1,81.95303600605368,9976.882436728494
236.6,Super,1,83.31422216932138,9974.069259235474
181.2,Female,1,85.87759296633124,9980.040169595784
47.5,Super,1,92.95956176331052,9974.426229074155
145,Female,0,88.67752918689744,9975.388747784044
235.1,Female,0,77.45882330869773,9977.080750918676
31.4,Super,1,77.45882330869773,9977.080750918676
75.1,Super,0,87.81978996527312,9972.132109570171
237.4,Female,1,81.01985140836227,9965.085161338191
179.1,Male,0,87.54459293622338,9961.565239281312
138.3,Super,1,100.80008346433128,9966.819821825899
260.3,Male,1,97.24342717755913,9966.70789916261
15.1,Super,0,97.24342717755913,9966.70789916261
18.4,Super,1,97.24342717755913,9966.70789916261
51.3,Super,1,97.24342717755913,9966.70789916261
151.2,Female,1,97.97730116187735,9973.441825854949
218.5,Male,1,85.14460171563289,9968.697609396799
89.1,Female,0,94.04347049709305,9966.529624471954
198.3,Super,1,92.00216109538154,9969.076370886474
259.4,Female,1,89.10162394005468,9973.960033812578
36.3,Super,1,89.10162394005468,9973.960033812578
13.3,Super,1,87.81978996527312,9972.132109570171
187.2,Female,1,87.44025092914707,9973.616227571476
244.3,Super,1,87.44025092914707,9973.616227571476
32.1,Super,0,85.43281334898074,9974.601497856374
96.3,Super,1,77.51648496553419,9970.179514924585
141,Super,0,81.38577183780936,9971.410262247937
41.1,Super,0,82.33317164937704,9973.072076370667
22.4,Super,1,76.51246872223372,9971.26480302872
123.1,Male,0,74.72807186536102,9971.408275905807
223.4,Male,1,76.33296362788114,9975.075438155145
242.2,Female,1,76.91273385009542,9975.618387800781
31.4,Super,1,77.62603517823405,9977.36880424913
236.6,Super,1,83.09126062017063,9973.825509894827
63.1,Female,0,79.76803475956672,9974.057230352673
230.1,Male,0,79.6677652346656,9973.702732943198
11.3,Super,1,81.09457645486557,9976.018222629116
188.3,Super,1,91.9442312906168,9977.095236519535
195,Female,0,80.88230465244193,9977.646497540456
181.2,Female,1,85.78839333974786,9979.9958453643
252.3,Female,1,77.43519986067584,9983.48351476818
227.1,Male,0,77.43519986067584,9983.48351476818
233.2,Female,1,81.57302746820048,9980.792519591343
104,Super,0,84.08443624351395,9971.311368218612
63.1,Female,0,79.76803475956672,9974.057230352673
42.1,Female,0,81.1283416777766,9974.799757615128
236.6,Super,1,83.05779756587988,9973.858731294065
32.1,Super,0,85.09836698733999,9974.269113394008
244.3,Super,1,87.45146769473911,9973.372551746039
187.2,Female,1,87.45146769473911,9973.372551746039
259.4,Female,1,90.69670345754054,9971.966784852499
188.3,Super,1,91.09712672775257,9975.72162883295
47.5,Super,1,95.27987282577902,9970.48396992686
198.3,Super,1,95.27987282577902,9970.48396992686
218.5,Male,1,85.77981133701367,9969.971610899705
96.3,Super,1,75.92309296388675,9966.124603704284
179.1,Male,0,86.77505437199294,9961.908305369441
231.3,Male,1,100.26754624887498,9959.587745781222
138.3,Super,1,100.9115983029643,9966.753409460318
18.4,Super,1,98.3235336066406,9971.282272986056
15.1,Super,0,98.3235336066406,9971.282272986056
260.3,Male,1,98.3235336066406,9971.282272986056
51.3,Super,1,98.3235336066406,9971.282272986056
252.3,Female,1,75.81824504622823,9982.86288712366
227.1,Male,0,75.81824504622823,9982.86288712366
256.4,Super,1,74.79514708846645,9970.876563404108
23.5,Super,1,74.79514708846645,9970.876563404108
123.1,Male,0,74.80630957373388,9970.84333353446
22.4,Super,1,76.40097432940856,9971.176148851651
225.1,Male,0,76.40097432940856,9971.176148851651
41.1,Super,0,82.32201404540724,9973.09422705612
230.1,Male,0,79.62314005186147,9973.769183968707
223.4,Male,1,76.39991423879081,9974.93144714141
181.2,Female,1,85.82181270453951,9980.161999632845
233.2,Female,1,80.5917591947054,9980.415703195451
195,Female,0,80.78195267498685,9977.59108893362
31.4,Super,1,77.7152827917253,9977.235896258562
235.1,Female,0,77.7152827917253,9977.235896258562
208.1,Female,0,81.9885910440716,9969.327977102652
104,Super,0,84.47472845958296,9971.311483343541
13.3,Super,1,87.76402647141717,9972.165322554936
36.3,Super,1,90.00529287260026,9972.243489058566
151.2,Female,1,97.87698039111606,9973.342123027553
89.1,Female,0,92.23718201395695,9966.418258319669
11.3,Super,1,83.54727376960591,9978.699404671144
233.2,Female,1,82.13025336507678,9982.653552029815
181.2,Female,1,85.8441692610028,9979.896168364567
44.4,Super,1,83.41278723660042,9982.011329024437
151.2,Female,1,98.35629949457787,9973.785253842803
51.3,Super,1,95.66883908353438,9975.202201708213
188.3,Super,1,91.58767031985451,9976.031872887535
13.3,Super,1,87.58559442268202,9972.2317296824
187.2,Female,1,87.58559442268202,9972.2317296824
161.1,Male,0,87.58559442268202,9972.2317296824
244.3,Super,1,87.58559442268202,9972.2317296824
47.5,Super,1,95.3803343159801,9970.107435182226
138.3,Super,1,95.3803343159801,9970.107435182226
151.2,Female,1,95.3803343159801,9970.107435182226
44.4,Super,1,82.56535394100035,9981.612404646503
47.5,Super,1,95.69248264384694,9970.273659375403
188.3,Super,1,95.69248264384694,9970.273659375403
51.3,Super,1,98.1786997894685,9970.894602629869
179.1,Male,0,89.1152695984146,9965.808010028251
89.1,Female,0,93.9765440918362,9966.607131043962
36.3,Super,1,90.91941695826175,9973.030136458881
237.4,Female,1,79.12447804412392,9963.98782494609
218.5,Male,1,88.57957442773983,9967.170194545659
198.5,Super,1,88.57957442773983,9967.170194545659
104,Super,0,84.19592562027357,9971.388937882315
75.1,Super,0,86.9277023339867,9972.198314077497
181.2,Female,1,85.84418754887483,9979.807556431038
195,Female,0,81.19403725852113,9979.983821571266
32.1,Super,0,85.16527669688816,9974.258054489359
42.1,Female,0,81.11720166000433,9974.75544657757
195,Female,0,80.75965194041021,9977.580006679274
11.3,Super,1,83.4022940863424,9978.754756708999
236.6,Super,1,82.95743820950715,9973.847627415418
41.1,Super,0,82.28855662681104,9973.105294654992
141,Super,0,81.4080781942269,9971.39919185078
230.1,Male,0,79.62315820019634,9973.702720748111
63.1,Female,0,79.80147805904609,9974.101548104138
223.4,Male,1,76.50025736695628,9975.031171575883
165.3,Super,1,76.50025736695628,9975.031171575883
242.2,Female,1,77.21392223906064,9975.29721762707
31.4,Super,1,77.48107194771437,9977.313382718532
235.1,Female,0,77.48107194771437,9977.313382718532
32.2,Super,1,74.71738454096753,9969.901695547645
96.3,Super,1,74.71738454096753,9969.901695547645
179.2,Male,1,74.71738454096753,9969.901695547645
15.3,Super,1,76.85795979489247,9972.018178605615
22.4,Super,1,76.85795979489247,9972.018178605615
161.2,Male,1,81.66218109656289,9981.091615470941
242.2,Female,1,77.25850474239763,9975.396926435562
22.4,Super,1,75.8201096036029,9974.521421937749
223.4,Male,1,75.8201096036029,9974.521421937749
165.3,Super,1,75.8201096036029,9974.521421937749
225.1,Male,0,75.8201096036029,9974.521421937749
236.6,Super,1,83.08010029481194,9973.858737305996
41.1,Super,0,82.32200481499528,9973.127457737204
230.1,Male,0,79.53393196261669,9973.74700520887
141,Super,0,81.41922317386448,9971.421349147256
208.1,Female,0,82.05554550273641,9969.183998296772
13.4,Super,1,74.7953252488997,9970.300519727945
179.2,Male,1,74.7953252488997,9970.300519727945
96.3,Super,1,74.7953252488997,9970.300519727945
32.2,Super,1,74.7953252488997,9970.300519727945
256.4,Super,1,74.7953252488997,9970.300519727945
179.2,Male,1,77.24883019610303,9970.201586459718
32.2,Super,1,77.24883019610303,9970.201586459718
